sentence,pattern,cmi,num_switches,language_tags
"dekho , main yeh follow-up finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
Make sure you send the review baad mein,english_matrix_hindi_np,0.250,1,EN EN EN EN EN EN HI HI
sprint Friday evening ko 15th ko reschedule ho gaya,numerical_entity,0.444,3,EN EN EN HI EN HI HI HI HI
"The deadline is due kal , please check",english_matrix_hindi_np,0.125,2,EN EN EN EN HI EN EN EN
"Sach keh raha hoon, this decision best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
"The wifi was quick , waise",tag_switching,0.167,1,EN EN EN EN EN HI
Next next Friday ko interview hai,numerical_entity,0.333,3,EN EN EN HI EN HI
"Honestly, main yeh app se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
tension ho rahi hai after the subscription,emotional_expression,0.429,2,EN HI HI HI EN EN EN
Kal meeting hai. Make sure you subscribe the trailer,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
"sach mein , I think the proposal is boring",tag_switching,0.222,1,HI HI EN EN EN EN EN EN EN
"dekho , let's just like it abhi",tag_switching,0.286,2,HI EN EN EN EN EN HI
"Usne stream kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
I was thinking we should cancel the routine pehle,english_matrix_hindi_np,0.111,1,EN EN EN EN EN EN EN EN HI
this Sunday ko 10 AM se 9 AM wala slot available hai,numerical_entity,0.500,5,EN EN HI EN EN HI EN EN HI HI HI HI
thak gaya hoon . The order was really urgent,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
mera bhai yeh sunke bilkul shocked ho gaya,emotional_expression,0.125,2,HI HI HI HI HI EN HI HI
This delivery is boring . Mujhe nahi pasand,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
main phone ki battery ekdum jaldi khatam hoti hai,everyday_conversation,0.222,4,HI EN HI EN HI HI HI HI HI
I was thinking we should fix the party subah subah,english_matrix_hindi_np,0.200,1,EN EN EN EN EN EN EN EN HI HI
"Sach keh raha hoon, this break best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
"matlab , let's just install it aaj",tag_switching,0.286,2,HI EN EN EN EN EN HI
"Honestly, main yeh feature se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
Make sure you save the review baad mein,english_matrix_hindi_np,0.250,1,EN EN EN EN EN EN HI HI
Please yeh check mat karo kal,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Tera profile itna viral ho gaya,hindi_matrix_english_np,0.333,4,HI EN HI EN HI HI
main pehle order karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"Usne watch kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Mera update kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
aap yeh sunke thodi si shocked ho gaya,emotional_expression,0.125,2,HI HI HI HI HI EN HI HI
"suno , I can't believe this party itna lamba tha",emotional_expression,0.400,2,HI EN EN EN EN EN EN HI HI HI
main khud post kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
main song dekh ke bilkul khush ho gaya,emotional_expression,0.125,2,HI EN HI HI HI HI HI HI
We need to prioritize this abhi,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
main yeh sunke itna shocked ho gaya,emotional_expression,0.143,2,HI HI HI HI EN HI HI
Aaj ka meeting bahut lamba tha,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
"bata na , I think the status update is optional",tag_switching,0.200,1,HI HI EN EN EN EN EN EN EN EN
tum doctor se milna hai raat ko,everyday_conversation,0.143,2,HI EN HI HI HI HI HI
I have a solution aaj . hum ready hoon,inter_sentential,0.333,5,EN EN EN EN HI EN HI EN HI
Naya reel aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"Honestly, main yeh group se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"Honestly, main yeh subscription se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"Honestly, main yeh solution se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"main like karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
"Usne google kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Itna stress hai subah subah se,emotional_expression,0.167,2,HI EN HI HI HI HI
"suno , I think the project is difficult",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
Mera class baad mein hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"haan , the selfie is random",tag_switching,0.167,1,HI EN EN EN EN EN
Yeh share karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Naya script aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"sach mein , let's just save it abhi",tag_switching,0.375,2,HI HI EN EN EN EN EN HI
"The vlog was amazing , acha",tag_switching,0.167,1,EN EN EN EN EN HI
I have a team standup baad mein . hum ready hoon,inter_sentential,0.364,5,EN EN EN EN EN HI HI EN HI EN HI
Please send me the follow-up kal,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
"sach mein , the show is easy",tag_switching,0.286,1,HI HI EN EN EN EN EN
main pehle install karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Please yeh handle mat karo abhi,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"The project is due kal , please check",english_matrix_hindi_np,0.125,2,EN EN EN EN HI EN EN EN
budget Thursday ko 30th ko reschedule ho gaya,numerical_entity,0.375,3,EN EN HI EN HI HI HI HI
main pehle charge karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Mera assignment parso hai,hindi_matrix_english_np,0.250,2,HI EN HI HI
Isko charge karna hai thodi der mein,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"hum zoom call pe tha, connection baar baar jaata tha",everyday_conversation,0.300,4,HI EN EN HI HI EN HI HI HI HI
"acha , can you cancel this aaj ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
main proposal abhi tak bhej dunga,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
yeh Notion wala pull request kal tha,numerical_entity,0.429,4,HI EN HI EN EN HI HI
"arre , this break needs to be cancel pehle",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
Yeh playlist zyada good tha,hindi_matrix_english_np,0.400,4,HI EN HI EN HI
Samajh nahi aa raha. The charger keeps giving errors,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
hum soch raha tha. The pull request is really amazing,inter_sentential,0.400,1,HI HI HI HI EN EN EN EN EN EN
"main save karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
"acha , this presentation needs to be check kal",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
"meri behen return karna hai yeh, size sahi nahi hai",everyday_conversation,0.200,4,HI HI EN HI HI HI EN HI HI HI
March 15 din bacha hai deadline tak,numerical_entity,0.286,1,EN EN HI HI HI HI HI
aap solution dekh ke zyada khush ho gaya,emotional_expression,0.125,2,HI EN HI HI HI HI HI HI
This solution is short . Mujhe nahi pasand,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
Yeh watch karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"The feedback is due baad mein , please check",english_matrix_hindi_np,0.222,2,EN EN EN EN HI HI EN EN EN
LinkedIn pe 3 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
"I'll search it kal , don't worry",english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
aap delivery dekh ke kaafi khush ho gaya,emotional_expression,0.125,2,HI EN HI HI HI HI HI HI
"main zoom call pe tha, connection baar baar jaata tha",everyday_conversation,0.300,4,HI EN EN HI HI EN HI HI HI HI
Kal 9 AM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
Could you please charge the review pehle tak chahiye,english_matrix_hindi_np,0.333,1,EN EN EN EN EN EN HI HI HI
Mera laptop slow ho gaya hai,everyday_conversation,0.333,2,HI EN EN HI HI HI
main email abhi tak bhej dunga,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"Sach mein, this song ne mujhe bilkul khush kar diya",emotional_expression,0.200,2,HI HI EN EN HI HI HI HI HI HI
Isko install karna hai do din mein,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"arre , I think the meeting is helpful",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
Is bug mein problem aa rahi hai,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
The code review got cancelled. hum khush hoon,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
I have a deadline parso . hum ready hoon,inter_sentential,0.333,5,EN EN EN EN HI EN HI EN HI
I have a client call kal . hum ready hoon,inter_sentential,0.300,5,EN EN EN EN EN HI EN HI EN HI
Yeh google karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
mera bhai movie dekh ke bilkul khush ho gaya,emotional_expression,0.111,2,HI HI EN HI HI HI HI HI HI
hum soch raha tha. The college is really interesting,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
Make sure you fix the presentation parso,english_matrix_hindi_np,0.143,1,EN EN EN EN EN EN HI
"haan , I think the timeline is amazing",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
Mera lunch khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Is lecture ke liye bilkul taiyar nahi hoon,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
"Honestly, main yeh report se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
Yeh smoothie ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
main client call pe kaam kar raha hoon,hindi_matrix_english_np,0.250,2,HI EN EN HI HI HI HI HI
Yeh order karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
"I'll download it parso , don't worry",english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
Kya tum call kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
yeh Google Meet wala timeline abhi tha,numerical_entity,0.429,4,HI EN EN HI EN HI HI
main Jira pe 10 AM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
"Aaj internet thoda slow hai, kaam nahi ho raha",everyday_conversation,0.222,4,HI EN HI EN HI HI HI HI HI
Is idea ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
Aaj ka presentation cancel ho gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
"aap password bhool gaya, ab kya karoon",everyday_conversation,0.143,2,HI EN HI HI HI HI HI
"suno , main yeh caption finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
"main return karna hai yeh, size sahi nahi hai",everyday_conversation,0.222,4,HI EN HI HI HI EN HI HI HI
Tumhara plan mujhe mil gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"Pehle order karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Jaldi se message kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Itna stress hai pichhli baar se,emotional_expression,0.167,2,HI EN HI HI HI HI
"arre , let's just manage it abhi",tag_switching,0.286,2,HI EN EN EN EN EN HI
"Honestly, main yeh stream se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
Tuesday ko 5 PM se 5 PM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
The server is not working. Kya karein ab,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
25th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
Is Tuesday ko chhutti hai kya,numerical_entity,0.167,2,HI EN HI HI HI HI
We need to send this abhi,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
This password is serious . Mujhe nahi pasand,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
Please yeh like mat karo kal,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
main soch raha tha. The internship is really short,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
The presentation got cancelled. hum khush hoon,inter_sentential,0.429,1,EN EN EN EN HI HI HI
The database is not working. Kya karein ab,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
Yeh workout thodi si tough tha,everyday_conversation,0.333,4,HI EN HI HI EN HI
"dekho , main yeh problem finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
Mera laptop slow ho gaya hai,everyday_conversation,0.333,2,HI EN EN HI HI HI
team standup Friday evening ko 15th ko reschedule ho gaya,numerical_entity,0.500,3,EN EN EN EN HI EN HI HI HI HI
hum yeh sunke ekdum shocked ho gaya,emotional_expression,0.143,2,HI HI HI HI EN HI HI
"Sach mein, this decision ne mujhe thoda khush kar diya",emotional_expression,0.200,2,HI HI EN EN HI HI HI HI HI HI
"arre , let's just fix it aaj",tag_switching,0.286,2,HI EN EN EN EN EN HI
Is exam ke liye bilkul taiyar nahi hoon,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
Please send me the client call baad mein,english_matrix_hindi_np,0.250,1,EN EN EN EN EN EN HI HI
"Aaj 20th tarikh hai, kal deadline hai",numerical_entity,0.143,2,HI EN HI HI HI HI HI
Kya tum send kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"aap password bhool gaya, ab kya karoon",everyday_conversation,0.143,2,HI EN HI HI HI HI HI
"Honestly, main yeh course se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"Sach keh raha hoon, this coffee best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
25th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
"Pehle update karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
meri behen yeh sunke bilkul shocked ho gaya,emotional_expression,0.125,2,HI HI HI HI HI EN HI HI
"Sach mein, this subscription ne mujhe ekdum khush kar diya",emotional_expression,0.200,2,HI HI EN EN HI HI HI HI HI HI
Next Sunday ko interview hai,numerical_entity,0.400,3,EN EN HI EN HI
"Usne post kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Kal meeting hai. Make sure you review the roadmap,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
Kal ka code review abhi hai,hindi_matrix_english_np,0.333,2,HI HI EN EN HI HI
Kal meeting hai. Make sure you comment the timeline,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
Let's discuss this thodi der mein after the timeline,english_matrix_hindi_np,0.333,2,EN EN EN HI HI HI EN EN EN
"suno , I can't believe this solution itna lamba tha",emotional_expression,0.400,2,HI EN EN EN EN EN EN HI HI HI
Is Wednesday ko chhutti hai kya,numerical_entity,0.167,2,HI EN HI HI HI HI
Samajh nahi aa raha. The deployment keeps giving errors,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
Could you please book the meeting kal tak chahiye,english_matrix_hindi_np,0.333,1,EN EN EN EN EN EN HI HI HI
"ek kaam karo , let's just order it baad mein",tag_switching,0.500,2,HI HI HI EN EN EN EN EN HI HI
Yeh kaam ho gaya. Now let's focus on the subscription,inter_sentential,0.400,1,HI HI HI HI EN EN EN EN EN EN
main yeh finalize karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Yeh naya app zyada useful hai,everyday_conversation,0.333,4,HI HI EN HI EN HI
Mera server kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"Sach keh raha hoon, this phone best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
"arre , this phone needs to be cancel pehle",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
"main online order kiya tha, delivery parso aani chahiye",everyday_conversation,0.222,4,HI EN HI HI HI EN HI HI HI
The presentation got cancelled. main khush hoon,inter_sentential,0.429,1,EN EN EN EN HI HI HI
Naya review aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Let's discuss this baad mein after the report,english_matrix_hindi_np,0.250,2,EN EN EN HI HI EN EN EN
Please yeh order mat karo baad mein,hindi_matrix_english_verb,0.143,2,HI HI EN HI HI HI HI
Yeh naya app thodi si useful hai,everyday_conversation,0.286,4,HI HI EN HI HI EN HI
"meri behen return karna hai yeh, size sahi nahi hai",everyday_conversation,0.200,4,HI HI EN HI HI HI EN HI HI HI
25th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
budget Friday ko 10:30 AM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
Yeh sale mein thodi si good deals the,everyday_conversation,0.375,4,HI EN HI HI HI EN EN HI
Jaldi se unfollow kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Aaj ka sprint cancel ho gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
This weekend is long . Mujhe nahi pasand,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
update this Sunday ko 10:30 AM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
"Sach keh raha hoon, this idea best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
Isko update karna hai parso,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
I was thinking we should upload the trip baad mein,english_matrix_hindi_np,0.200,1,EN EN EN EN EN EN EN EN HI HI
"I'll message it parso , don't worry",english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
Itna stress hai kal subah se,emotional_expression,0.167,2,HI EN HI HI HI HI
hum soch raha tha. The meal prep is really optional,inter_sentential,0.400,1,HI HI HI HI EN EN EN EN EN EN
Yeh post karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
Yeh workout thoda tough tha,everyday_conversation,0.400,4,HI EN HI EN HI
tum presentation mein bahut achha hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"haan , this episode needs to be send abhi",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
5th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
Please send me the roadmap kal,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
Bahut thak gaya hoon. This delivery is not helping,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
"Pehle like karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Please send me the sprint abhi,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
Kal ka follow-up aaj hai,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
Yeh workout bahut zyada tough tha,everyday_conversation,0.333,4,HI EN HI HI EN HI
"ek kaam karo , main yeh diet finish kar dunga",tag_switching,0.400,2,HI HI HI EN EN EN EN HI HI HI
"The assignment was valid , arre",tag_switching,0.167,1,EN EN EN EN EN HI
Let's discuss this aaj after the client call,english_matrix_hindi_np,0.125,2,EN EN EN HI EN EN EN EN
hum solution dekh ke ekdum khush ho gaya,emotional_expression,0.125,2,HI EN HI HI HI HI HI HI
"The code review is due parso , please check",english_matrix_hindi_np,0.111,2,EN EN EN EN EN HI EN EN EN
main work from home kar raha hoon is hafte,everyday_conversation,0.333,2,HI EN EN EN HI HI HI HI HI
